Run_ID,Livetime_sec,Gate_Event_Count,Gate_Event_Rate_Hz,Cathode_Event_Count,Cathode_Event_Rate_Hz,S1_Only_Heavy_Count,S1_Only_Heavy_Rate_Hz,S2_Only_SE_Count,S2_Only_SE_Rate_Hz,Wall_Event_Count,Wall_Event_Rate_Hz
070019,5403.253,3261,0.6035253207651021,1622,0.3001895339714798,319,0.05903850883902716,447,0.08272794185280609,5398,0.999027807877958
065778,1179.393,672,0.5697846264985462,358,0.30354597661678506,81,0.0686793969440212,137,0.11616144915223339,857,0.726644977543533
069629,2083.061,527,0.25299307125427434,293,0.1406583868643309,6,0.002880376522819063,23,0.011041443337473074,16,0.007681004060850834
068760,1079.027,659,0.6107354125522345,347,0.3215860214804634,64,0.05931269560446587,100,0.09267608688197793,1134,1.0509468252416296
069995,911.024,602,0.6607948857549307,287,0.31503011995293206,48,0.052687964312685506,68,0.07464128277630447,913,1.0021689878642055
070020,2963.26,1761,0.5942779236381552,887,0.29933249191768524,159,0.05365712087363241,240,0.08099188056397345,2862,0.9658281757253835
067385,1163.177,712,0.6121166426089925,357,0.30691803569018306,68,0.05846057822670153,109,0.09370886803985981,1182,1.0161824038817824
068794,3294.888,1947,0.5909153816457494,967,0.29348493787952734,201,0.0610035910173578,303,0.09196063720527071,3246,0.9851624698624051
070115,5403.159,3191,0.5905804363706492,1609,0.29778875654038683,321,0.059409689775925534,476,0.0880966116303444,5273,0.975910573795811
070069,1251.141,726,0.5802703292434666,354,0.28294173078813656,73,0.058346741094728725,116,0.09271536941080182,1269,1.0142741705371336
068849,1791.237,1086,0.6062849304698373,500,0.27913670831944626,120,0.06699280999666711,174,0.0971395744951673,1789,0.9987511423669787
070001,5403.02,3186,0.5896702214687342,1561,0.2889124970849636,314,0.05811564643477166,441,0.08162101935584172,5260,0.9735296186206972
067389,3402.942,1994,0.5859635574159066,1121,0.32942083644093845,202,0.05936040050050809,297,0.08727742053787575,3366,0.9891440994292585
070116,5403.235,3240,0.5996407707604796,1571,0.29075174409404736,371,0.06866256973831418,504,0.09327745322940795,5308,0.9823744479001932
070004,222.914,138,0.6190728262917538,67,0.3005643431996196,11,0.04934638470441516,20,0.08972069946257301,229,1.027302008846461
070089,5403.311,3172,0.5870474603442223,1615,0.29889080972759113,364,0.06736610200671403,486,0.08994485048149181,5364,0.9927246460549838
068883,3718.935,2229,0.5993651408266076,1106,0.2973969698314168,240,0.06453460466504524,349,0.09384407095041995,3657,0.9833460385836268
067448,887.2,524,0.5906221821460775,249,0.2806582506762849,57,0.06424706943192064,81,0.09129846708746618,895,1.0087917042380523
070117,3075.328,1794,0.5833524098892866,944,0.3069591276117539,175,0.0569044992924332,261,0.0848689960875718,3109,1.010949076000999
068938,2823.0,1722,0.6099893730074389,825,0.2922422954303932,162,0.057385759829968117,231,0.0818278427205101,2792,0.9890187743535246
067486,1399.147,767,0.5481911478922515,443,0.3166214843758376,74,0.052889367593255035,106,0.07576044547141937,1366,0.9763091369241402
070016,5403.283,3233,0.5983399351838502,1604,0.29685655924370424,300,0.05552180035730129,437,0.0808767558538022,5323,0.9851418110063825
070090,5403.345,3267,0.6046254681128078,1562,0.2890801901414772,348,0.06440454940411912,481,0.08901893179132556,5246,0.9708800752126692
